From	To
uniprot:Q8CBJ9	Caln1
uniprot:E9QAM5	Helz2
uniprot:P08228	Sod1
uniprot:Q9DAZ7	Serpinb9g
uniprot:F6S054	Mtss2
uniprot:A2AWA7	Rabgap1
uniprot:Q6NZR5	Skiv2l
uniprot:Q7M6Y1	Rsl1
uniprot:D3YZK9	Plaat5
uniprot:Q9Z0V1	Kcnd3
uniprot:Q9QXV3	Ing1
uniprot:Q05CE4	Wwp1
uniprot:Q9QVP9	Ptk2b
uniprot:Q8VBV8	Guca1b
uniprot:Q4VC42	Crybg1
uniprot:D3Z332	Cln8
uniprot:P27038	Acvr2a
uniprot:Q6ZPK0	Phf21a
uniprot:F6X9Z6	Hpd
uniprot:Q3US16	Tceanc
uniprot:D3Z1J3	C530008M17Rik
uniprot:Q3U2P2	Ltb4r1
uniprot:Q9DBM2	Ehhadh
uniprot:Q3TQ02	Alpl
uniprot:Q9DA32	Sun5
uniprot:Q5F289	Spem1
uniprot:E0CZ12	Runx2
uniprot:Q4KL21	Akap7
uniprot:Q69ZM6	Stk36
uniprot:Q9CWD8	Nubpl
uniprot:F6YNQ1	Gria1
uniprot:Q922K4	Tpp2
uniprot:E9Q1B2	Fam57a
uniprot:Q7M6Y0	Zfp429
uniprot:Q3TZM7	Cdon
uniprot:Q3ULD5	Mccc2
uniprot:Q05BN5	Ddr1
uniprot:F6QJJ3	Cspp1
uniprot:Q497K6	Ttc6
uniprot:Q5RKP4	Rpn1
uniprot:E9Q473	Rabl2
uniprot:A2NU22	Trbv31
uniprot:Q8BU11	Tox4
uniprot:E9QN44	D2hgdh
uniprot:Q3USZ6	Pde1c
uniprot:Q8BTV1	Tusc3
uniprot:Q62056	Psg17
uniprot:D3YX48	Mkrn2os
uniprot:F2Z490	Dgke
uniprot:A6XDA7	Pde4d
uniprot:Q8BUX4	Ttn
uniprot:Q8BVA5	Ldah
uniprot:Q545V5	Polr2k
uniprot:Q8VCZ2	Tmem45b
uniprot:Q9EQC1	Hsd3b7
uniprot:D3YZ61	C1qtnf3
uniprot:A2BFG8	Zfp971
uniprot:Q66JZ4	TCAIM
uniprot:A2A7G5	Mad2l2
uniprot:Q60751	Igf1r
uniprot:P35460	Ly6f
uniprot:D3YVL0	Mov10
uniprot:B9EJX3	ATp6v1fnb
uniprot:E9Q604	Itgam
uniprot:Q7TSH9	Zfp184
uniprot:Q9D0C1	Rnf115
uniprot:Q9D958	Spcs1
uniprot:E9Q851	Racgap1
uniprot:Q68FL0	Slc8a1
uniprot:A6H6S0	Herc3
uniprot:D6RHL3	Dusp13
uniprot:E9Q213	Rcbtb2
uniprot:Q543E2	Slc25a15
uniprot:A2A5L3	Ncoa5
uniprot:Q3UHG7	Dennd11
uniprot:Q80UN9	Trit1
uniprot:Q9CYH5	Gfod2
uniprot:A2A7Z4	Btf3l4
uniprot:A0PJE9	Hdlbp
uniprot:P35822	Ptprk
uniprot:Q8CBD1	Nrip1
uniprot:Q8BPS7	Nup210
uniprot:P58390	Kcnn2
uniprot:D3YY84	Leng8
uniprot:Q62433	Ndrg1
uniprot:B7ZD63	Rbm39
uniprot:Q9CQG4	Reep5
uniprot:Q9QYR9	Acot2
uniprot:D6RIJ8	Hpf1
uniprot:Q9JJL0	Tsga8
uniprot:A2ACT8	Nudt6
uniprot:Q14AJ3	Lcn3
uniprot:Q9CQJ9	Tctex1d2
uniprot:A2CEQ6	Trnau1ap
uniprot:Q3V1K1	Pax9
uniprot:P62812	Gabra1
uniprot:E0CXP9	Smdt1
uniprot:E9Q5M4	Zfr2
uniprot:D3Z0I9	Rnft2
uniprot:Q64726	Azgp1
uniprot:Q5D0E7	Pde1c
uniprot:D3YUF8	Zfp60
uniprot:D3Z742	Mb21d2
uniprot:Q3UN47	Endog
uniprot:Q9QY23	Pkp3
uniprot:Q3UUF8	Ankrd34b
uniprot:D3Z3X1	Hsd3b7
uniprot:Q8BXZ8	Nsun6
uniprot:A2ACU7	Nudt6
uniprot:A2BI90	Vps16
uniprot:Q69ZT9	Tbc1d30
uniprot:G3XA76	Syncrip
uniprot:D6RFV0	Oxsr1
uniprot:Q9CTY6	Rtf1
uniprot:Q8C5T8	Ccdc113
uniprot:Q80Y09	Pdcd6ip
uniprot:Q99NG9	Krtap19-9b
uniprot:Q8BW77	Nob1
uniprot:Q3UBS3	Hp
uniprot:E9Q3T5	Agtpbp1
uniprot:Q3V3N6	Cops2
uniprot:A2A829	Arhgef19
uniprot:Q9QZM0	Ubqln2
uniprot:E9Q2X6	Smc4
uniprot:D3YUN2	St7
uniprot:Q3UZ17	Luc7l2
uniprot:P00757	Klk1b4
uniprot:D3Z7B1	Rubcn
uniprot:O35668	Hap1
uniprot:Q80XE3	BC051076
uniprot:E0CY66	Cldnd1
uniprot:Q8BI43	St8sia6
uniprot:A0JLV3	Hist1h2bj
uniprot:Q3U1L9	Cxcl2
uniprot:D6RGN7	Ube4a
uniprot:B2RPS7	Trpc1
uniprot:Q9WUE3	Cyb561d2
uniprot:Q8BJG7	Ttll1
uniprot:E9Q7T7	Chadl
uniprot:Q52L87	Tuba1c
uniprot:Q3US22	Gabpb1
uniprot:Q9ERQ3	Znf704
uniprot:Q8C796	Rcor2
uniprot:Q8R0W1	Cipc
uniprot:A0JLN0	Sf3b1
uniprot:Q9JI44	Dmap1
uniprot:A8Y5D6	Srr
uniprot:P51637	Cav3
uniprot:G3X9M0	Dap3
uniprot:Q3UGZ6	Arhgef10
uniprot:Q61491	Zfp97
uniprot:Q3U7K7	Trim21
uniprot:Q3U827	Rnf180
uniprot:G3UY93	Vars
uniprot:Q00993	Axl
uniprot:D3YZY1	Abcc1
uniprot:Q9D5S8	Tab3
uniprot:Q8BKP2	Zfp189
uniprot:Q6P8X6	Usp50
uniprot:D3Z4B0	Srsf11
uniprot:Q3TMF9	Tgds
uniprot:P97469	Snai2
uniprot:Q9R0Q6	Arpc1a
uniprot:Q8BWW4	Larp4
uniprot:E9Q9E1	Eif4g1
uniprot:Q9DB76	Emc9
uniprot:Q3UJ95	Pip4k2b
uniprot:Q3UKN6	Nucb2
uniprot:Q7TNV7	Defb38
uniprot:E9Q616	Ahnak
uniprot:Q9DA47	Tmem239
uniprot:D6RHB8	Ppat
uniprot:D3YZZ0	Cmc2
uniprot:Q9DBG5	Plin3
uniprot:Q3TXL8	Egln2
uniprot:Q9D264	Cstdc2
uniprot:Q9D6D6	Tob2
uniprot:B7ZMY3	Klhl33
uniprot:A2A934	Prdm16
uniprot:D3Z1R5	Pgap2
uniprot:Q549Q9	Cd86
uniprot:E0CZ30	Myl1
uniprot:Q497K7	Tmem247
uniprot:P50592	Tnfsf10
uniprot:P34927	Asgr1
uniprot:Q53YJ9	Chrna7
uniprot:Q3T9H6	Cd83
uniprot:E9Q5C2	Fgfr2
uniprot:Q5M9M0	Rpl13a
uniprot:Q8K3S1	4930519F16Rik
uniprot:Q544R7	Hmox2
uniprot:F6QUN2	Zfp707
uniprot:F6QC57	Ubr3
uniprot:E9Q6U0	Cbarp
uniprot:Q8C6P3	Il1r1
uniprot:Q543C3	Sox8
uniprot:D3YW34	Uspl1
uniprot:P21550	Eno3
uniprot:Q3UPU3	Ubr2
uniprot:G3X9Q0	Mbnl1
uniprot:Q9R0K7	Atp2b2
uniprot:Q542W1	Il1rn
uniprot:Q8BZ00	Slc9a9
uniprot:Q9D654	Zfp84
uniprot:Q99J83	Atg5
uniprot:D3Z2E7	Ifi207
uniprot:F6XZJ7	Samd15
uniprot:D3YUE1	Pbxip1
uniprot:D3Z1U9	Ndufv1
uniprot:Q9DAM5	Slc25a19
uniprot:Q3U4A8	Cd7
uniprot:Q3TH93	Bok
uniprot:A4FUP9	Glt1d1
uniprot:Q6ZQF7	Jade2
uniprot:E9QPR5	Ppp4r1
uniprot:B1AYU9	Cwc22
uniprot:Q8BVD7	C1qtnf7
uniprot:Q3TXR9	Hexb
uniprot:O88866	Hunk
uniprot:Q5FW75	Actn2
uniprot:Q8R0J8	Idnk
uniprot:D3YZB0	Fam129c
uniprot:B7ZNB2	Fmr1nb
uniprot:Q9JHF7	Hpgds
uniprot:Q4VAB2	Gpn1
uniprot:Q8BTI3	Lrrc58
uniprot:P58281	Opa1
uniprot:Q3U335	Stk24
uniprot:F8WJ93	Eml4
uniprot:Q9D2L5	Cpxm2
uniprot:Q3TYD9	Tle5
uniprot:Q4VAE0	Tnfrsf1a
uniprot:B1H3M0	Oxr1
uniprot:D3YXJ9	Cldn24
uniprot:P17426	Ap2a1
uniprot:Q9CQ54	Ndufc2
uniprot:Q9JJ61	Galnt16
uniprot:Q9CQ89	Cuta
uniprot:D3YUX1	Pogz
uniprot:Q5SWP1	Tbrg4
uniprot:Q91VZ6	Smap1
uniprot:Q8C3I9	Dipk2b
uniprot:Q4FJW2	Drap1
uniprot:Q9EQK5	Mvp
uniprot:G3UXL2	Prps1l3
uniprot:Q3TES7	Rapgef3
uniprot:Q9Z120	Mettl1
uniprot:F8WGV9	Tmem141
uniprot:P35917	Flt4
uniprot:F8WHN7	Runx2
uniprot:Q9D0E8	Csnk2a1
uniprot:A2AJG4	Meig1
uniprot:Q9D915	Tcim
uniprot:Q7TNI2	Tmem59l
uniprot:Q8C4W3	Nrn1l
uniprot:P05064	Aldoa
uniprot:Q8R5M6	Cacna1a
uniprot:E9QM75	Tnip1
uniprot:Q4KUS1	Wfdc8
uniprot:D6RES6	Ipo4
uniprot:A8Y2Z5	Csnk1e
uniprot:Q8R3P8	Rnf113a1
uniprot:Q8VHQ8	Nsd1
uniprot:Q8CG48	Smc2
uniprot:P21300	Akr1b7
uniprot:Q8BGZ6	Gla
uniprot:Q9D7M6	2310002L09Rik
uniprot:P18155	Mthfd2
uniprot:D3YVV1	Tmem30a
uniprot:Q7TSN2	Cd300c2
uniprot:Q924D0	Rtn4ip1
uniprot:Q5NCT2	Top3a
uniprot:Q3TA22	Zdhhc24
uniprot:Q6PEE6	Ap2a2
uniprot:Q3TZ89	Sec31b
uniprot:Q05BR6	Dhx9
uniprot:D3YWF6	Otub1
uniprot:Q8BLX9	Dock10
uniprot:Q4KL40	Ceacam11
uniprot:D3YZI9	Pgbd5
uniprot:D6RIJ5	Atcay
uniprot:Q5ND04	Hsf5
uniprot:Q95606	H2-DMa
uniprot:P26048	Gabra2
uniprot:E9Q694	Mfsd4b5
uniprot:Q8BN74	Ncoa2
uniprot:D3Z382	Tmem184a
uniprot:Q3UQS9	Myom2
uniprot:Q3V3Y8	Itsn2
uniprot:E9Q8K5	Ttn
uniprot:Q9QUT0	Rhag
uniprot:Q99JH8	Kdelr1
uniprot:Q9WUT2	Cacna1g
uniprot:Q3YAA9	Kcnip3
uniprot:Q3UPH1	Prrc1
uniprot:Q80X19	Col14a1
uniprot:Q9QZS8	Sh2d3c
uniprot:G3X8Y8	Tlr2
uniprot:Q3U4A0	Fbxl18
uniprot:A2A716	Osbpl7
uniprot:A2ALF2	Dnajc8
uniprot:Q8C138	Adtrp
uniprot:Q8CFI2	Cdc34
uniprot:D3YWC5	Cand1
uniprot:Q8BKT8	Haus7
uniprot:Q9DCV4	Rmdn1
uniprot:Q5SQF9	Galnt10
uniprot:Q3UAR8	Ammecr1l
uniprot:Q9WUV0	Orc5
uniprot:P82349	Sgcb
uniprot:D3Z3B7	Cep44
uniprot:Q05A75	H2-T3
uniprot:Q8BG41	Psmb11
uniprot:G3UYG4	Tmod1
uniprot:Q5YIR8	Clec4a4
uniprot:Q8BG31	Vxn
uniprot:Q8BG87	Tet3
uniprot:Q3UTW6	Ebf1
uniprot:G3X987	Gimap9
uniprot:A2ANY3	2010106E10Rik
uniprot:G3UW30	Gbe1
uniprot:B1AS01	Nmnat1
uniprot:D3Z6V2	Reep6
uniprot:E9PX79	March10
uniprot:B1AWD9	Clta
uniprot:E0CYR1	Ndor1
uniprot:Q9QYN3	Klk11
uniprot:E9PUK3	Fnbp1l
uniprot:D3YZX2	Rasgrp2
uniprot:Q8BLN6	Unc80
uniprot:E0CYW2	Man2c1
uniprot:Q5NC62	2810021J22Rik
uniprot:Q2M2Q1	Rln1
uniprot:E9Q4T8	Cul3
uniprot:P11404	Fabp3
uniprot:E9Q5A7	Zfhx4
uniprot:A6H584	Col6a5
uniprot:Q9D618	Kbtbd12
uniprot:E0CZH4	1700129C05Rik
uniprot:Q8VDJ4	Slc2a8
uniprot:Q05AA6	Drp2
uniprot:B7ZP19	Milr1
uniprot:Q8BZR9	Ncbp3
uniprot:Q80YA7	Dpp8
uniprot:P41105	Rpl28
uniprot:O88531	Ppt1
uniprot:P43241	Cdx2
uniprot:E9PXR7	Slc2a2
uniprot:A2A9X5	Nt5c
uniprot:Q6K1E7	Ggnbp1
uniprot:Q9D966	Sectm1b
uniprot:F6QD41	Hk1
uniprot:P39039	Mbl1
uniprot:Q4FJM1	Fcna
uniprot:Q61001	Lama5
uniprot:Q4VAH7	Hepacam2
uniprot:Q6TCG8	Paqr3
uniprot:Q3UD72	Kif2c
uniprot:Q05AA8	Ptk6
uniprot:Q9QX15	Clca3a1
uniprot:E9Q4K7	Kif13b
uniprot:Q80XR6	Hnrnpab
uniprot:Q3UGP9	Lrrc58
uniprot:Q9DAI9	Morn5
uniprot:F8VQ23	Adra2b
uniprot:D3Z014	Capg
uniprot:Q3UMQ1	Pla2g4a
uniprot:Q6P8I3	Wdr70
uniprot:Q5RL20	Mrpl43
uniprot:P0C8K7	Smim1
uniprot:Q62053	Ptger2
uniprot:Q8BV28	Coq10a
uniprot:Q3UH68	Limch1
uniprot:Q6TDP3	Klhl17
uniprot:Q7TT45	Rragd
uniprot:Q9JJZ2	Tuba8
uniprot:B9EKN8	Tnik
uniprot:Q8BI17	Sh2d7
uniprot:Q8BKF0	Tesk2
uniprot:Q99J79	Ddb2
uniprot:O08899	Rgs4
uniprot:P28474	Adh5
uniprot:P02468	Lamc1
uniprot:Q9JIS5	Sv2a
uniprot:F7C668	Slc6a8
uniprot:E9PVB3	Ccdc175
uniprot:Q8R218	Tmem150b
uniprot:Q3TF92	Dhx9
uniprot:P10076	Zfp26
uniprot:Q9Z266	Snapin
uniprot:Q8C3X4	Guf1
uniprot:Q14DQ3	Mark1
uniprot:Q3TYX8	Rufy4
uniprot:P61460	Depdc5
uniprot:Q64362	Aktip
uniprot:Q5D1E7	Zc3h12a
uniprot:D6RH85	Nek11
uniprot:Q8BG81	Poldip3
uniprot:G3X8S9	Nipsnap3a
uniprot:Q9DAU7	Wfdc2
uniprot:Q8K1S4	Unc5a
uniprot:Q9WU19	Hao1
uniprot:Q6P6J9	Txndc15
uniprot:Q9WTP9	Vax2
uniprot:D3YUW0	Agpat3
uniprot:A2J011	mCG_11142
uniprot:D3Z4N4	Igf2
uniprot:E9Q876	Abca12
uniprot:Q06180	Ptpn2
uniprot:Q3V3X9	Fam120c
uniprot:Q8C9L1	BC106179
uniprot:Q7TQF2	Fbxo10
uniprot:D3YWT4	Med28
uniprot:D3YYU8	Obsl1
uniprot:Q9Z183	Padi4
uniprot:A2A7P4	Zfp691
uniprot:Q8BSG9	Zeb2
uniprot:D3Z033	Tarbp2
uniprot:E9Q7E5	G2e3
uniprot:Q8BHA0	Ino80c
uniprot:D3Z025	Dync2h1
uniprot:G3X9Y9	Myo5b
uniprot:A2AA66	N4bp3
uniprot:Q9DAS7	Parp14
uniprot:B2RR24	Zfp236
uniprot:Q9CSH3	Dis3
uniprot:Q05A44	Serpina3b
uniprot:Q9CY57	Chtop
uniprot:D3Z213	Tax1bp1
uniprot:Q9D5U9	Micalcl
uniprot:Q9CYR4	Cpne8
uniprot:Q9CX48	Zcchc10
uniprot:A2AQ50	Slc12a1
uniprot:Q5SS02	Nsg2
uniprot:D3Z3T5	Pcyt1a
uniprot:A4FTY7	Lcor
uniprot:Q91X52	Dcxr
uniprot:B2RXR6	Ankrd44
uniprot:Q6NZB1	Prmt6
uniprot:D6RH54	Slc22a5
uniprot:Q3V0G7	Garnl3
uniprot:Q8K4J6	Mrtfa
uniprot:Q8VCX1	Akr1d1
uniprot:O70281	Tpst1
uniprot:Q3TV21	Fxn
uniprot:Q6B9Z0	Igfl
uniprot:G3UZM1	Jmjd1c
uniprot:Q80WP8	Gadl1
uniprot:Q6NXW3	Ldha
uniprot:E0CZ00	Insig2
uniprot:Q9WVJ0	Kcnh3
uniprot:D3Z029	Zmynd11
uniprot:B2RUQ2	Usf3
uniprot:E9PV10	Slc39a7
uniprot:P97304	Polr1d
uniprot:Q9CR56	Nkiras2
uniprot:Q8JZS0	Lin7a
uniprot:Q9CTN5	Six6os1
uniprot:Q4G0D3	Serpini2
uniprot:Q8BIV6	Akr1b10
uniprot:Q6KAQ7	Zzz3
uniprot:Q8CBG9	Rnf170
uniprot:Q8VEM1	Rnf130
uniprot:Q6ZQM3	Samhd1
uniprot:Q9D6X2	Prdx5
uniprot:Q9D164	Fxyd6
uniprot:Q99JB7	Amn
uniprot:Q8VCM3	Zfyve21
uniprot:P62075	Timm13
uniprot:Q9Z2B5	Eif2ak3
uniprot:Q32MF3	Cacnb2
uniprot:A2CEE7	Rps6ka6
uniprot:A2AIN5	Cd72
uniprot:Q8K4F5	Abhd11
uniprot:Q9DAV8	Prl8a1
uniprot:Q3URZ4	Nkx2-2
uniprot:E9PWE9	Syk
uniprot:D3YUD9	Lrrc49
uniprot:Q8C2T8	Gabpb2
uniprot:D6RFN5	Ninj1
uniprot:G3X8Z7	Chrna9
uniprot:Q2TB09	Tal2
uniprot:Q8BUV2	Ppp1r14c
uniprot:Q501P6	Ror1
uniprot:Q9CQQ5	Pdzd9
uniprot:Q9DBR0	Akap8
uniprot:Q9JLJ0	Litaf
uniprot:D3YWC8	Tfip11
uniprot:Q8BM29	Add3
uniprot:A2A7H4	Fbxo44
uniprot:Q3URT7	Bard1
uniprot:Q8C5U4	Spem2
uniprot:A3KGV2	Odf2
uniprot:D3Z4X9	Egr2
uniprot:Q9EQI8	Mrpl46
uniprot:D3YV10	Ccdc13
uniprot:Q9DCN7	Rnft1
uniprot:Q9CY21	Bud23
uniprot:Q8BHE6	9230109A22Rik
uniprot:P34884	Mif
uniprot:P12813	Nr4a1
uniprot:D3Z0R7	Pms1
uniprot:Q9CUN6	Smurf1
uniprot:Q3TYV2	Hhla1
uniprot:Q543C0	Tgfbr2
uniprot:A6PWR8	Usp43
uniprot:D6RIJ4	Sp100
uniprot:Q3UYP9	Hoxa2
uniprot:B1AVH5	Coro2a
uniprot:Q9QZ73	Dcun1d1
uniprot:P01831	Thy1
uniprot:Q61696	Hspa1a
uniprot:Q64124	Scx
uniprot:Q8C7H1	Mmaa
uniprot:Q9D964	Gatm
uniprot:P24383	Wnt7a
uniprot:B9EIG6	Pogz
uniprot:P36363	Fgf7
uniprot:Q9CQP1	Fam104a
uniprot:Q5NCP6	Tspoap1
uniprot:Q61301	Ctnna2
uniprot:Q8BJE4	BC065397
uniprot:Q8BPV2	Ptprg
uniprot:Q9D269	Cst11
uniprot:E9Q9F9	Edrf1
uniprot:Q3TX21	Ccn1
uniprot:G3X9K4	Ppp6r2
uniprot:Q3UPF8	Cebpe
uniprot:E9QAQ7	Arid1a
uniprot:Q9Z0D9	Cx3cr1
uniprot:Q8VII3	Cst14
uniprot:Q8CI66	Stoml1
uniprot:E9Q9Q5	1700113H08Rik
uniprot:A2AQN7	Gss
uniprot:P51141	Dvl1
uniprot:Q8VCV9	Mfsd4b1
uniprot:Q3UGU6	Cpsf2
uniprot:D3YV12	Prodh2
uniprot:E7D893	Cd36
uniprot:Q924H5	Rad51c
uniprot:Q91WB2	Plpp7
uniprot:Q9WUB6	Clcnkb
uniprot:Q8BL03	Slc25a29
uniprot:D3YZY0	Actg2
uniprot:Q3UG07	Mmp2
uniprot:A6X8Z5	Arhgap31
uniprot:Q4FJZ2	Kpna6
uniprot:Q9JMB1	Theg
uniprot:Q8BY89	Slc44a2
uniprot:Q5DTP6	Plppr3
uniprot:Q501L8	Scaper
uniprot:Q3UNC4	Kifc2
uniprot:Q3TNW2	Kdm6a
uniprot:E9QM76	Pgpep1l
uniprot:G5E8L1	Cdk19
uniprot:Q8C436	Vcpkmt
uniprot:Q5IBH7	Spdya
uniprot:Q9D1F9	Slc37a4
uniprot:A2A6G2	Lasp1
uniprot:Q3TWG5	Dync1li1
uniprot:P61969	Lmo4
uniprot:D3YTN9	Exosc9
uniprot:Q3TAA7	Stk11ip
uniprot:E9Q1W7	Tbck
uniprot:Q3V341	Prkcz
uniprot:Q9CVY9	Osgin1
uniprot:Q3T9M1	Mfsd2b
uniprot:E9PZY8	Virma
uniprot:Q08879	Fbln1
uniprot:O35453	Hpn
uniprot:O88307	Sorl1
uniprot:Q921M8	Usp4
uniprot:Q9D2H9	Dnaaf1
uniprot:Q543G3	Cdk16
uniprot:Q8K366	Exosc10
uniprot:Q9D8D0	Tnfrsf13c
uniprot:Q3UU43	Chpf2
uniprot:Q9CZJ6	Mis18a
uniprot:A3KFV1	Col16a1
uniprot:Q9CYI2	Epha1
uniprot:B1AQW5	Mapt
uniprot:Q9D136	Ogfod3
uniprot:P21460	Cst3
uniprot:A2A655	Bptf
uniprot:A2ANF5	Tmem29
uniprot:Q6A011	Kif1c
uniprot:Q3TQ12	Zfp532
uniprot:D3YXG6	Arpc2
uniprot:Q6IE35	Gm1330
uniprot:E9Q980	Zfp788
uniprot:Q80ST9	Lca5
uniprot:A2A7P8	Ermap
uniprot:Q9D9K8	Iqcf1
uniprot:Q8BYQ8	Lrrtm4
uniprot:Q8BHW0	Zc3h13
uniprot:O89033	Cdc6
uniprot:P41164	Etv1
uniprot:Q9Z0L3	Oc90
uniprot:Q9WV80	Snx1
uniprot:Q8VEE2	Rad52
uniprot:Q9CSE3	Smurf2
uniprot:Q542J7	Dynlt3
uniprot:O35902	Dsg3
uniprot:E0CXT0	Phc1
uniprot:D6REV1	Asxl2
uniprot:Q8VC69	Slc22a6
uniprot:Q3V124	Eid3
uniprot:D3Z5V0	Dact1
uniprot:Q99JX3	Gorasp2
uniprot:Q3U271	Clec4e
uniprot:Q8C5H8	Nadk2
uniprot:P70698	Ctps1
uniprot:B1AZ40	Chmp6
uniprot:Q3U4B1	Ssbp4
uniprot:Q3U336	Synpo
uniprot:Q9JMA2	Qtrt1
uniprot:Q60597	Ogdh
uniprot:Q9CSR0	Tmem131
uniprot:Q8BGX3	Lrtm2
uniprot:D3Z0L2	Itgb7
uniprot:P18111	Cdx1
uniprot:P54761	Ephb4
uniprot:O54833	Csnk2a2
uniprot:Q8C7B6	Fbxl22
uniprot:F8VPV8	Ttc41
uniprot:Q80XQ8	Fam168b
uniprot:Q9JHE4	Gal3st1
uniprot:E9Q6Z8	Pou2f1
uniprot:Q3UKV4	Dpf2
uniprot:E9Q6K7	Naa35
uniprot:A2AJP2	Rxra
uniprot:Q9CQ75	Ndufa2
uniprot:P21619	Lmnb2
uniprot:Q8BGN8	Synpr
uniprot:Q6P8W7	Zfp655
uniprot:Q6PCP3	Dusp16
uniprot:Q3TZN9	Abcc4
uniprot:E9Q4H1	Apc
uniprot:Q9CQ87	Crem
uniprot:Q499X4	Vat1
uniprot:Q9D8K8	Slc25a39
uniprot:Q5FWA2	Tcp11
uniprot:P56135	Atp5mf
uniprot:Q7M6X9	Zfp455
uniprot:Q810T6	Il15ra
uniprot:E9QPU2	Dnah12
uniprot:Q8BU31	Rap2c
uniprot:Q3V1I0	Lyg2
uniprot:Q3TQN9	Arhgef4
uniprot:Q8BLF3	Dnajc14
uniprot:F6WGR1	Pim2
uniprot:Q8BRU2	Trpc2
uniprot:Q99LH2	Ptdss1
uniprot:Q62176	Rbm38
uniprot:Q8R1G1	Tasp1
uniprot:Q3TKP4	Fbp2
uniprot:Q9ES28	Arhgef7
uniprot:B1ATC0	Tmc8
uniprot:Q3UEK9	Ahsg
uniprot:Q8JZR7	Slc17a7
uniprot:Q8C883	Pcdh12
uniprot:Q8K301	Ddx52
uniprot:D6RH93	Hdac5
uniprot:P30987	Tbxa2r
uniprot:Q6PGF5	Bms1
uniprot:P62717	Rpl18a
uniprot:Q69ZV4	Ssx2ip
uniprot:D3YTP0	Steap3
uniprot:E0CYN5	Phf21a
uniprot:Q9JI48	Plac8
uniprot:Q8C5A4	Gm4861
uniprot:Q3TG75	Oat
uniprot:Q08093	Cnn2
uniprot:D3YXK2	Safb
uniprot:Q9JHG6	Rcan1
uniprot:Q6P1B8	Tdp1
uniprot:Q8K4B2	Irak3
uniprot:B1AS04	Lzic
uniprot:B1ATQ7	Ern1
uniprot:P97793	Alk
uniprot:Q9ESL4	Map3k20
uniprot:Q4VC33	Maea
uniprot:D6RFN2	Eif2a
uniprot:D3YUL1	Proser3
uniprot:A8W660	Naa11
uniprot:Q497R3	Ubqln3
uniprot:Q8R007	Nectin4
uniprot:F2Z3Z0	Med7
uniprot:Q9WTR0	Mmp16
uniprot:Q58EV3	Mup7
uniprot:D3Z7E6	Pafah1b3
uniprot:F6V7S2	Tecrl
uniprot:E0CYZ0	Rsph14
uniprot:P13541	Myh3
uniprot:B2RXC2	Itpkb
uniprot:Q3UXC7	Mid1
uniprot:Q4FK49	Ppa1
uniprot:Q7TNQ7	Tspan32
uniprot:Q3V256	Stk39
uniprot:Q9CR37	Ppdpf
uniprot:O88728	Ifitm5
uniprot:Q9D4H0	4932422M17Rik
uniprot:E9Q1F5	Myo5c
uniprot:D3Z2C4	Pklr
uniprot:P0CW03	Ly6c2
uniprot:Q8CGM2	Rp1l1
uniprot:E0CXK4	Kif6
uniprot:Q3TRD7	Zfp612
uniprot:Q9JJ28	Flii
uniprot:Q8BIR5	Pibf1
uniprot:Q9WVH6	Angpt4
uniprot:Q80YD6	Sergef
uniprot:Q9D035	Nkain1
uniprot:Q3TY21	Rbm4
uniprot:E9QN98	Dpp10
uniprot:Q4FJQ4	Casp7
uniprot:Q3URD3	Slmap
uniprot:Q3TTN6	1700010I14Rik
uniprot:Q4U2R1	Herc2
uniprot:O70161	Pip5k1c
uniprot:E9Q997	Por
uniprot:Q3U1X7	H2-Ob
uniprot:Q8VDF0	B4galnt1
uniprot:B2RPW2	Mief1
uniprot:P70389	Igfals
uniprot:G3UYE4	Hap1
uniprot:Q3TQ52	Ptprs
uniprot:A3KGJ7	Cep250
uniprot:Q9JL25	Rgs1
uniprot:D3YX87	Msto1
uniprot:O35841	Api5
uniprot:A2A4N9	Dhx8
uniprot:Q9JJN2	Zfhx4
uniprot:Q6QD59	Bnip1
uniprot:Q8C5N3	Cwc22
uniprot:D3Z210	Otud7b
uniprot:Q8C940	A730049H05Rik
uniprot:B7ZWL5	Nbeal2
uniprot:Q91ZT7	Asb10
uniprot:Q8C341	Suco
uniprot:Q80TJ7	Phf8
uniprot:Q61832	H2-DMa
uniprot:Q546I3	Ppard
uniprot:Q9CXW7	Rps9
uniprot:Q9D517	Agpat3
uniprot:Q6IFZ6	Krt77
uniprot:E9QN60	Tnk2
uniprot:Q9WTK8	Spo11
uniprot:B1AUC0	Nfia
uniprot:Q8BJ53	Ubap2l
uniprot:Q3ZK22	Vezt
uniprot:E9Q5R8	Tbx22
uniprot:E9QJW0	Mgst1
uniprot:B7ZCP9	Rbm12
uniprot:Q3TM92	Anapc4
uniprot:P54869	Hmgcs2
uniprot:Q5SFM8	Rbm27
uniprot:F8VQ70	Scaper
uniprot:Q6P5E6	Gga2
uniprot:B2RY04	Dock5
uniprot:Q8CHT3	Ints5
uniprot:B1AUW6	Irak1
uniprot:O70133	Dhx9
uniprot:Q9EQ20	Aldh6a1
uniprot:Q8CBC3	Magee2
uniprot:Q6P3A9	Arl11
uniprot:Q6P8U6	Pnlip
uniprot:Q3V1F2	Sdc1
uniprot:Q0VEE0	Nt5e
uniprot:D3YWX2	Ylpm1
uniprot:Q8BXN6	Rp1
uniprot:Q3V1P9	Zfp940
